particula_id,tipo,frame,x_px
0,estacionaria,0,391.10824403520184
0,estacionaria,1,391.10824403520184
0,estacionaria,2,391.10824403520184
0,estacionaria,3,391.10824403520184
0,estacionaria,4,391.10824403520184
0,estacionaria,5,391.10824403520184
0,estacionaria,6,391.10824403520184
0,estacionaria,7,391.10824403520184
0,estacionaria,8,391.10824403520184
0,estacionaria,9,391.10824403520184
0,estacionaria,10,391.10824403520184
0,estacionaria,11,391.10824403520184
0,estacionaria,12,391.10824403520184
0,estacionaria,13,391.10824403520184
0,estacionaria,14,391.10824403520184
0,estacionaria,15,391.10824403520184
0,estacionaria,16,391.10824403520184
0,estacionaria,17,391.10824403520184
0,estacionaria,18,391.10824403520184
0,estacionaria,19,391.10824403520184
0,estacionaria,20,391.10824403520184
0,estacionaria,21,391.10824403520184
0,estacionaria,22,391.10824403520184
0,estacionaria,23,391.10824403520184
0,estacionaria,24,391.10824403520184
0,estacionaria,25,391.10824403520184
0,estacionaria,26,391.10824403520184
0,estacionaria,27,391.10824403520184
0,estacionaria,28,391.10824403520184
0,estacionaria,29,391.10824403520184
0,estacionaria,30,391.10824403520184
0,estacionaria,31,391.10824403520184
0,estacionaria,32,391.10824403520184
0,estacionaria,33,391.10824403520184
0,estacionaria,34,391.10824403520184
0,estacionaria,35,391.10824403520184
0,estacionaria,36,391.10824403520184
0,estacionaria,37,391.10824403520184
0,estacionaria,38,391.10824403520184
0,estacionaria,39,391.10824403520184
0,estacionaria,40,391.10824403520184
0,estacionaria,41,391.10824403520184
0,estacionaria,42,391.10824403520184
0,estacionaria,43,391.10824403520184
0,estacionaria,44,391.10824403520184
0,estacionaria,45,391.10824403520184
0,estacionaria,46,391.10824403520184
0,estacionaria,47,391.10824403520184
0,estacionaria,48,391.10824403520184
0,estacionaria,49,391.10824403520184
0,estacionaria,50,391.10824403520184
0,estacionaria,51,391.10824403520184
0,estacionaria,52,391.10824403520184
0,estacionaria,53,391.10824403520184
0,estacionaria,54,391.10824403520184
0,estacionaria,55,391.10824403520184
0,estacionaria,56,391.10824403520184
0,estacionaria,57,391.10824403520184
0,estacionaria,58,391.10824403520184
0,estacionaria,59,391.10824403520184
0,estacionaria,60,391.10824403520184
0,estacionaria,61,391.10824403520184
0,estacionaria,62,391.10824403520184
0,estacionaria,63,391.10824403520184
0,estacionaria,64,391.10824403520184
0,estacionaria,65,391.10824403520184
0,estacionaria,66,391.10824403520184
0,estacionaria,67,391.10824403520184
0,estacionaria,68,391.10824403520184
0,estacionaria,69,391.10824403520184
0,estacionaria,70,391.10824403520184
0,estacionaria,71,391.10824403520184
0,estacionaria,72,391.10824403520184
